시설명,위도,경도,시설용도분류,도로명주소,기타,설명,종류
목동신한,37.549026,126.86449,FU_BA,서울특별시 양천구 목동중앙북로 7,,역할 정보가 없습니다.,기타
롯데백화점 영등포점,37.515976,126.907036,FU_BA,,,역할 정보가 없습니다.,기타
민트병원,37.486202,127.1159,FU_BD,서울특별시 송파구 정의로8길 7,,의료 서비스를 제공하는 곳,의료시설
인덕대학교 아정미술관,37.631172,127.05391,FU_BC,서울특별시 노원구 초안산로 12,은봉관 2층 일부 아정미술관,역할 정보가 없습니다.,기타
육군박물관,37.62374,127.1011,FU_BC,,군사시설,역사와 문화를 배우는 곳,교육/문화
로데오 ? 쇼핑몰,37.51743,126.89647,FU_BA,서울특별시 영등포구 당산로 34,,역할 정보가 없습니다.,기타
전자타운,37.534126,126.96428,FU_BA,서울특별시 용산구 청파로 113-12,,역할 정보가 없습니다.,기타
동대문구정보화도서관,37.58986,127.047325,FU_BB,서울특별시 동대문구 회기로10길 60,현재 리모델림 공사 중,책을 읽고 공부하는 곳,교육/문화
영등포유통상가,37.51745,126.90334,FU_BA,서울특별시 영등포구 영중로 15,,다양한 상업 활동이 이루어지는 곳,기타
서울특별시교육청동작도서관,37.50593,126.9402,FU_BB,서울특별시 동작구 장승배기로 94,언덕길 사이에 위치,책을 읽고 공부하는 곳,교육/문화
영등포유통상가,37.522476,126.89395,FU_BA,서울특별시 영등포구 영등포로 109,,다양한 상업 활동이 이루어지는 곳,기타
홍익대학교 박물관,37.550514,126.92598,FU_BC,서울특별시 마포구 와우산로 94,중앙 출입구는 대형현수막 설치로 조사X,역사와 문화를 배우는 곳,교육/문화
경방 타임스퀘어,37.517075,126.90334,FU_BA,서울특별시 영등포구 영중로 15,,역할 정보가 없습니다.,기타
다산성곽도서관,37.55165,127.00441,FU_BB,서울특별시 중구 동호로17길 173,,책을 읽고 공부하는 곳,교육/문화
쌍문근린공원,37.654385,127.02899,FU_BI,서울특별시 도봉구 시루봉로2길 34,공사중,산책과 휴식을 위한 공간,자연/휴식
농협 농업박물관,37.566406,126.96845,FU_BC,서울특별시 중구 새문안로 16,,역사와 문화를 배우는 곳,교육/문화
배재학당역사박물관,37.564,126.972595,FU_BC,서울특별시 중구 서소문로11길 19,,역사와 문화를 배우는 곳,교육/문화
서울도서관,37.566284,126.97786,FU_BB,서울특별시 중구 세종대로 110,,책을 읽고 공부하는 곳,교육/문화
한국금융사박물관,37.5686,126.97646,FU_BC,서울특별시 중구 세종대로 135,,역사와 문화를 배우는 곳,교육/문화
국립현대미술관(덕수궁),37.56591,126.97373,FU_BC,서울특별시 중구 세종대로 99,,역할 정보가 없습니다.,기타
초전섬유?퀼트박물관,37.558147,126.98426,FU_BC,서울특별시 중구 퇴계로18길 66,,역사와 문화를 배우는 곳,교육/문화
동국대학교 박물관,37.558258,127.00238,FU_BC,서울특별시 중구 필동로1길 30,,역사와 문화를 배우는 곳,교육/문화
중랑상봉도서관,37.592896,127.080826,FU_BB,서울특별시 중랑구 동일로114길 10,,책을 읽고 공부하는 곳,교육/문화
중랑구립면목정보도서관,37.58736,127.08756,FU_BB,서울특별시 중랑구 면목로 397,,책을 읽고 공부하는 곳,교육/문화
양원숲속도서관,37.60684,127.11072,FU_BB,서울특별시 중랑구 송림길 172,,책을 읽고 공부하는 곳,교육/문화
중랑구립정보도서관,37.61522,127.08694,FU_BB,서울특별시 중랑구 신내로15길 197,,책을 읽고 공부하는 곳,교육/문화
상상마당 시네마,37.551003,126.921036,FU_BC,서울특별시 마포구 어울마당로 65,,역할 정보가 없습니다.,기타
필름포럼,37.563774,126.94407,FU_BC,서울특별시 서대문구 성산로 533,,역할 정보가 없습니다.,기타
에무시네마,37.572083,126.969025,FU_BC,서울특별시 종로구 경희궁1가길 7,,역할 정보가 없습니다.,기타
명보아트홀,37.56469,126.99323,FU_BC,서울특별시 중구 마른내로 47,,역할 정보가 없습니다.,기타
대한극장,37.561073,126.99535,FU_BC,서울특별시 중구 퇴계로 212,,역할 정보가 없습니다.,기타
미진프라자,37.497845,127.02864,FU_BA,서울특별시 강남구 강남대로 390,,역할 정보가 없습니다.,기타
굿라이프치과병원,37.504898,127.02478,FU_BD,서울특별시 강남구 강남대로 476,,의료 서비스를 제공하는 곳,의료시설
강남유나이티드병원,37.484966,127.03509,FU_BD,서울특별시 강남구 남부순환로 2609,,의료 서비스를 제공하는 곳,의료시설
영등포점프밀라노,37.51889,126.90584,FU_BA,서울특별시 영등포구 영중로 28,,역할 정보가 없습니다.,기타
신세계백화점 영등포점,37.51717,126.90556,FU_BA,서울특별시 영등포구 영중로 9,,역할 정보가 없습니다.,기타
신동아쇼핑센타,37.517258,126.985214,FU_BA,서울특별시 용산구 이촌로 352,,역할 정보가 없습니다.,기타
해밀턴스토아,37.534744,126.993866,FU_BA,서울특별시 용산구 이태원로 179,,역할 정보가 없습니다.,기타
서초구립양재도서관,37.47368,127.03357,FU_BB,서울특별시 서초구 양재천로 33,공사로인해 2-3층 일부만 개방,책을 읽고 공부하는 곳,교육/문화
유리지공예관,37.457733,127.01231,FU_BC,서울특별시 서초구 중앙로 555,영업 안함,역할 정보가 없습니다.,기타
나진산업,37.533623,126.96342,FU_BA,서울특별시 용산구 청파로 109,,역할 정보가 없습니다.,기타
하나로클럽용산점,37.533173,126.96473,FU_BA,서울특별시 용산구 청파로 122,,역할 정보가 없습니다.,기타
간송박물관,37.593063,126.99756,FU_BC,서울특별시 성북구 성북로 102,시설 공사로인해 휴관중,역사와 문화를 배우는 곳,교육/문화
SYS홀딩스(서울전자유통),37.532814,126.959724,FU_BA,서울특별시 용산구 청파로 74,,역할 정보가 없습니다.,기타
원효전자상가,37.533405,126.96076,FU_BA,서울특별시 용산구 청파로 83,,다양한 상업 활동이 이루어지는 곳,기타
강남베드로병원,37.48561,127.03958,FU_BD,서울특별시 강남구 남부순환로 2649,,의료 서비스를 제공하는 곳,의료시설
선한목자병원,37.501583,127.03613,FU_BD,서울특별시 강남구 논현로 507,,의료 서비스를 제공하는 곳,의료시설
차의과학대학교 강남차병원,37.506706,127.03454,FU_BD,서울특별시 강남구 논현로 566,,의료 서비스를 제공하는 곳,의료시설
비에비스나무병원,37.509563,127.03237,FU_BD,서울특별시 강남구 논현로 627,,의료 서비스를 제공하는 곳,의료시설
메드렉스병원,37.51487,127.030106,FU_BD,서울특별시 강남구 논현로 705,,의료 서비스를 제공하는 곳,의료시설
라이브치과병원,37.505596,127.03025,FU_BD,서울특별시 강남구 논현로105길 48,,의료 서비스를 제공하는 곳,의료시설
미병원,37.523483,127.03121,FU_BD,서울특별시 강남구 논현로168길 35,,의료 서비스를 제공하는 곳,의료시설
소우주한방병원,37.476646,127.04751,FU_BD,서울특별시 강남구 논현로16길 15,,의료 서비스를 제공하는 곳,의료시설
치휴한방병원,37.492588,127.042755,FU_BD,서울특별시 강남구 도곡로 216,,의료 서비스를 제공하는 곳,의료시설
국민대학교 박물관,37.610924,126.9998,FU_BC,서울특별시 성북구 정릉로 77,2022-11-11 개관,역사와 문화를 배우는 곳,교육/문화
선인상가,37.532623,126.96611,FU_BA,서울특별시 용산구 새창로 181,,다양한 상업 활동이 이루어지는 곳,기타
아이파크백화점,37.52977,126.9643,FU_BA,서울특별시 용산구 한강대로21나길 17,,역할 정보가 없습니다.,기타
LS용산타워(국제센타아케이드),37.52796,126.967804,FU_BA,서울특별시 용산구 한강대로 92,,역할 정보가 없습니다.,기타
엔씨백화점 불광점,37.609722,126.929,FU_BA,서울특별시 은평구 불광로 20,,역할 정보가 없습니다.,기타
대호프라자상가,37.614754,126.93286,FU_BA,서울특별시 은평구 불광로 90,,다양한 상업 활동이 이루어지는 곳,기타
수색자이상가 2단지,37.578575,126.899765,FU_BA,서울특별시 은평구 수색로 217-1,,다양한 상업 활동이 이루어지는 곳,기타
서부종합시장,37.602974,126.91896,FU_BA,서울특별시 은평구 진흥로1길 28,,지역 특산물을 거래하는 곳,쇼핑/유통
불광미성상가,37.61424,126.927124,FU_BA,서울특별시 은평구 통일로 780,,다양한 상업 활동이 이루어지는 곳,기타
범서쇼핑센터,37.61869,126.92204,FU_BA,서울특별시 은평구 통일로 842,,역할 정보가 없습니다.,기타
메트로백화점,37.619633,126.92148,FU_BA,서울특별시 은평구 통일로 856,,역할 정보가 없습니다.,기타
교보문고,37.57095,126.97782,FU_BA,서울특별시 종로구 종로 1,,역할 정보가 없습니다.,기타
효성주얼리시티,37.571484,126.998665,FU_BA,서울특별시 종로구 종로 183,,역할 정보가 없습니다.,기타
르메이에르건설 종로타운1,37.5708,126.97993,FU_BA,서울특별시 종로구 종로 19,,역할 정보가 없습니다.,기타
영풍문고,37.56958,126.98213,FU_BA,서울특별시 종로구 청계천로 41,,역할 정보가 없습니다.,기타
소마미술관,37.516884,127.11817,FU_BC,,,역할 정보가 없습니다.,기타
다이트한방병원,37.517384,127.02174,FU_BD,서울특별시 강남구 도산대로 121,,의료 서비스를 제공하는 곳,의료시설
아이디병원,37.517735,127.02409,FU_BD,서울특별시 강남구 도산대로 142,,의료 서비스를 제공하는 곳,의료시설
굳앤굳디자이너월드,37.560837,126.97904,FU_BA,서울특별시 중구 남대문로 30,,역할 정보가 없습니다.,기타
롯데쇼핑㈜영플라자,37.563465,126.98152,FU_BA,서울특별시 중구 남대문로 67,,역할 정보가 없습니다.,기타
롯데쇼핑㈜에비뉴엘점,37.5642,126.98166,FU_BA,서울특별시 중구 남대문로 73,,역할 정보가 없습니다.,기타
김정수여러분병원,37.507202,127.032585,FU_BD,서울특별시 강남구 봉은사로 171,,의료 서비스를 제공하는 곳,의료시설
힘찬큐한방병원,37.508045,127.03537,FU_BD,서울특별시 강남구 봉은사로 213,,의료 서비스를 제공하는 곳,의료시설
숭인근린공원,37.576344,127.0178,FU_BI,서울특별시 종로구 지봉로12가길 21-11,숭인공원과 중복,산책과 휴식을 위한 공간,자연/휴식
트리니티요양병원,37.514263,127.058655,FU_BD,서울특별시 강남구 봉은사로 535,,의료 서비스를 제공하는 곳,의료시설
(의)가산의료재단 광동한방병원,37.51426,127.06213,FU_BD,서울특별시 강남구 봉은사로 612,,의료 서비스를 제공하는 곳,의료시설
강남위담한방병원,37.503384,127.05888,FU_BD,서울특별시 강남구 삼성로 402,,의료 서비스를 제공하는 곳,의료시설
케이에스병원,37.509365,127.043945,FU_BD,서울특별시 강남구 선릉로 571,,의료 서비스를 제공하는 곳,의료시설
한양타운빌딩,37.52562,127.0394,FU_BA,서울특별시 강남구 선릉로 823,,역할 정보가 없습니다.,기타
두발로병원,37.52434,127.02941,FU_BD,서울특별시 강남구 압구정로30길 45,,의료 서비스를 제공하는 곳,의료시설
연세대학교의과대학 강남세브란스병원,37.492706,127.04642,FU_BD,서울특별시 강남구 언주로 211,,의료 서비스를 제공하는 곳,의료시설
안강병원,37.497066,127.04492,FU_BD,서울특별시 강남구 언주로 327,,의료 서비스를 제공하는 곳,의료시설
강남지인병원,37.512844,127.035065,FU_BD,서울특별시 강남구 언주로 631,,의료 서비스를 제공하는 곳,의료시설
미니쉬치과병원,37.519855,127.03489,FU_BD,서울특별시 강남구 언주로 728,,의료 서비스를 제공하는 곳,의료시설
나누리병원,37.52033,127.034065,FU_BD,서울특별시 강남구 언주로 731,,의료 서비스를 제공하는 곳,의료시설
노블케어요양병원,37.52694,127.03398,FU_BD,서울특별시 강남구 언주로 858,,의료 서비스를 제공하는 곳,의료시설
호산여성병원,37.52855,127.03336,FU_BD,서울특별시 강남구 언주로 871,,의료 서비스를 제공하는 곳,의료시설
서울치과병원,37.525772,127.03235,FU_BD,서울특별시 강남구 언주로165길 9,,의료 서비스를 제공하는 곳,의료시설
토마스병원,37.52849,127.035225,FU_BD,서울특별시 강남구 언주로174길 15,,의료 서비스를 제공하는 곳,의료시설
하나이비인후과병원,37.497932,127.043,FU_BD,서울특별시 강남구 역삼로 245,,의료 서비스를 제공하는 곳,의료시설
재단법인위담 위담한방병원,37.50137,127.054115,FU_BD,서울특별시 강남구 역삼로 430,,의료 서비스를 제공하는 곳,의료시설
튼튼병원,37.521416,127.05572,FU_BD,서울특별시 강남구 영동대로 713,,의료 서비스를 제공하는 곳,의료시설
이솝한방병원,37.51123,127.06529,FU_BD,서울특별시 강남구 영동대로96길 34,,의료 서비스를 제공하는 곳,의료시설
강남초이스정형외과병원,37.50479,127.04846,FU_BD,서울특별시 강남구 테헤란로 337,,의료 서비스를 제공하는 곳,의료시설
누네안과병원,37.50452,127.050285,FU_BD,서울특별시 강남구 테헤란로 408,,의료 서비스를 제공하는 곳,의료시설
아림치과병원,37.508636,127.05862,FU_BD,서울특별시 강남구 테헤란로87길 13,,의료 서비스를 제공하는 곳,의료시설
가든타워빌딩,37.637066,127.02521,FU_BA,서울특별시 강북구 도봉로 328,,역할 정보가 없습니다.,기타
금호미술관,37.577473,126.97991,FU_BC,서울특별시 종로구 삼청로 18,,역할 정보가 없습니다.,기타
건강한세상앞선치과병원,37.51028,127.0585,FU_BD,서울특별시 강남구 테헤란로87길 36,,의료 서비스를 제공하는 곳,의료시설
새로운병원,37.512253,127.024315,FU_BD,서울특별시 강남구 학동로 121,,의료 서비스를 제공하는 곳,의료시설
담소유병원,37.514835,127.03461,FU_BD,서울특별시 강남구 학동로 234,,의료 서비스를 제공하는 곳,의료시설
우리들병원,37.519054,127.049675,FU_BD,서울특별시 강남구 학동로 445,,의료 서비스를 제공하는 곳,의료시설
강동우리들요양병원,37.54013,127.12712,FU_BD,서울특별시 강동구 구천면로 202,,의료 서비스를 제공하는 곳,의료시설
